,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2023-09-13,116,78,41,91,124,586,1535,2329,2267,1541,1167,1530,1404,1506,1654,2009,2277,2275,1863,1101,827,728,599,267
2023-09-14,163,93,59,89,117,604,1530,2314,2087,1424,1282,1279,1372,1616,1781,2008,2432,2222,2019,1202,863,744,571,286
2023-09-15,159,90,65,76,134,550,1415,1998,1865,1371,1288,1409,1606,1796,2232,2100,2713,2536,1530,1143,888,833,643,507
2023-09-16,417,278,177,125,111,255,417,608,875,1130,1266,1528,1820,1607,1545,1468,1394,1399,1381,1139,919,649,607,575
2023-09-17,474,313,204,132,106,144,161,182,314,611,1363,1246,1219,1630,1347,1196,1240,1242,1276,1113,872,729,548,254
2023-09-18,111,89,40,84,133,612,1519,2262,2153,1441,1360,1303,1688,1652,1643,1958,2419,1997,1509,1082,705,676,463,232
2023-09-19,127,84,49,75,122,584,1564,2357,2162,1696,1351,1270,1277,1642,1918,1957,2384,2158,1630,1140,825,599,486,204
2023-09-20,128,63,51,67,113,602,1524,2305,2203,1872,1735,1548,1464,1548,1706,2019,2248,2392,1728,1108,860,672,509,225
2023-09-21,159,59,75,74,120,576,1526,2224,2139,1426,1265,1239,1364,1510,1829,2104,2377,2312,1718,1153,920,733,561,308
2023-09-22,134,79,69,90,128,538,1340,2033,1732,1425,1221,1375,1567,1855,1953,2285,2055,2123,1469,1229,1027,913,769,490
2023-09-23,314,198,122,78,109,193,341,509,724,1024,1234,1428,1541,1552,1560,1498,1440,1567,1560,1257,960,751,829,681
2023-09-24,442,261,171,135,94,136,139,188,291,623,816,994,1115,1714,2480,2248,2215,1810,1508,1323,946,605,408,208
2023-09-25,129,60,64,86,130,619,1491,2206,2087,1750,1456,1380,1455,1587,1768,2032,2219,2142,1626,1133,772,663,438,197
2023-09-26,126,55,52,66,135,585,1514,2429,2152,1656,1363,1326,1415,1623,1743,2227,2335,2448,2029,1128,832,740,475,246
2023-09-27,118,54,68,75,114,586,1593,2316,2124,1585,1359,1363,1491,1699,1793,2125,2283,2132,1831,1150,835,719,532,327
2023-09-28,142,85,81,82,133,611,1591,2267,2100,1535,1429,1389,1504,1780,1933,2500,2215,2417,1778,1264,933,846,612,351
2023-09-29,219,102,81,87,137,588,1407,1969,1892,1435,1780,1519,1903,1978,2225,2179,2530,2449,1931,1254,1108,901,860,566
2023-09-30,323,234,142,121,106,230,366,626,852,1049,1326,1547,1711,1894,1833,1769,1763,1618,1413,1278,951,803,714,558
2023-10-01,402,254,179,137,127,144,139,177,330,554,945,1220,1376,1386,1462,1385,1458,1799,1532,1232,886,719,550,273
2023-10-02,154,73,67,74,137,427,969,1544,1389,1228,1443,1404,1467,1577,2071,2185,1901,2035,1569,1272,963,692,555,417
2023-10-03,273,180,109,116,80,178,187,183,284,552,851,1017,1097,1130,1242,1261,1247,1463,1544,912,753,868,448,275
2023-10-04,93,58,59,58,141,610,1592,2354,2184,1522,1300,1236,1439,1571,1664,1994,2274,2348,1741,1101,817,680,472,245
2023-10-05,124,63,68,77,133,605,1551,2322,2155,1443,1328,1268,1398,1648,1766,2086,2329,2268,1782,1268,914,700,615,287
2023-10-06,123,67,67,87,130,566,1483,2057,1879,1339,1306,1372,1658,1860,1950,2060,2180,2009,1798,1263,961,764,710,566
2023-10-07,330,205,166,102,98,214,355,486,765,1048,1274,1460,1510,1621,1573,1450,1724,1652,1535,1241,988,799,696,635
2023-10-08,419,310,166,119,94,148,178,166,303,559,846,1045,1082,1226,1258,1233,1328,1368,1285,1384,876,649,447,258
2023-10-09,132,63,58,69,144,660,1592,2331,2043,1730,1371,1391,1348,1508,1615,1872,2212,2115,1581,1036,770,615,459,232
2023-10-10,129,62,65,70,117,631,1613,2376,2385,1539,1304,1267,1452,1561,1731,1919,2279,2288,1796,1176,824,638,470,268
2023-10-11,136,63,57,75,127,612,1578,2323,2061,1586,1563,1425,1465,1712,1628,2004,2198,2180,1704,1176,776,746,692,342
2023-10-12,177,91,71,88,156,627,1541,2336,2123,1618,1434,1311,1460,1666,1762,2121,2106,2199,1738,1152,836,743,603,533
2023-10-13,208,100,74,88,131,601,1492,2025,1884,1449,1348,1379,2156,1945,2250,2149,2216,2219,1789,1196,928,838,695,608
2023-10-14,328,233,149,105,119,221,348,561,748,1084,1277,1398,1593,1674,1675,1646,1785,1650,1623,1255,911,717,856,745
2023-10-15,429,316,164,135,104,157,156,163,302,591,887,1066,1253,1361,1432,1315,1480,1580,1201,965,753,589,461,220
2023-10-16,109,53,48,65,125,654,1519,2276,2137,1482,1347,1279,1405,1585,1685,1890,2210,2392,1679,1119,683,626,645,251
2023-10-17,123,53,57,70,114,610,1601,2402,2235,1554,1412,1378,1417,1551,1858,1976,2346,2353,1704,1138,790,692,520,236
2023-10-18,125,53,63,61,124,606,1468,2355,2172,1486,1377,1504,1372,1698,1765,1961,2422,2166,1675,1110,805,662,520,223
2023-10-19,155,73,65,82,134,586,1556,2305,2222,1539,1334,1415,1460,1647,1738,1968,2227,2228,1763,1241,807,674,542,293
2023-10-20,178,88,69,92,140,569,1370,2075,1836,1366,1403,1347,1575,1806,1887,2158,1933,1991,1583,1226,857,939,936,606
2023-10-21,360,196,136,116,108,247,331,509,775,1035,1289,1673,1675,2064,1656,1699,1626,1596,1494,1219,1019,659,766,622
2023-10-22,480,289,163,149,114,171,139,161,273,615,828,988,1267,1290,1306,1747,1417,1476,1408,1010,797,539,386,224
2023-10-23,128,53,55,64,124,632,1578,2320,2112,1546,1431,1613,1545,1718,1680,1897,2325,1998,1523,986,696,625,427,260
2023-10-24,114,57,43,58,137,588,1623,2082,1800,1764,1339,1240,1469,1676,1579,1374,1871,2335,1777,1087,756,614,449,236
2023-10-25,139,52,49,66,130,590,1520,2376,2157,1530,1518,1281,1545,1702,1794,2074,2294,2125,1628,1252,705,675,620,666
2023-10-26,180,82,63,67,126,600,1546,2332,2106,1381,1337,1297,1446,1593,1733,1969,2500,2326,2195,1201,800,738,562,320
2023-10-27,157,85,76,67,126,542,1431,2014,1789,1419,1309,1364,1636,2174,1980,2162,2236,1894,1583,1213,876,704,774,890
2023-10-28,471,292,170,117,93,259,382,531,738,1013,1161,1319,1443,1579,1650,1471,1389,1503,1325,1079,858,796,751,617
2023-10-29,533,353,241,106,102,163,169,146,287,566,696,895,1025,1077,1177,1095,1142,1148,1019,1100,1003,516,385,254
2023-10-30,117,60,49,67,117,590,1580,2171,1907,1399,1334,1260,1411,1491,1489,1836,2042,1993,1555,994,681,545,458,248
2023-10-31,124,63,49,83,129,588,1470,2113,1831,1360,1245,1252,1408,1579,1664,1937,2301,2092,1594,1144,812,670,876,502
2023-11-01,375,313,195,157,137,217,230,240,289,491,812,914,1145,1103,1236,1219,1184,1300,963,878,657,566,416,230
2023-11-02,127,56,52,76,125,574,1440,2052,2045,1484,1286,1260,1357,1504,1623,1947,2163,2170,1554,1048,788,647,465,276
2023-11-03,169,75,60,83,109,526,1368,1867,1635,1335,1296,1395,1520,1677,1749,2279,1976,2111,1576,1121,788,652,588,533
2023-11-04,366,198,135,132,117,253,396,521,658,970,1175,1420,1472,1523,1832,1634,1582,1494,1352,1081,836,680,606,678
2023-11-05,424,282,199,144,144,188,170,222,301,528,722,870,1015,1061,1237,1480,1492,1429,1125,951,767,497,444,218
2023-11-06,119,60,59,56,134,652,1654,2438,2153,1461,1272,1276,1319,1609,1476,1905,2418,2120,1557,990,722,669,480,239
2023-11-07,133,58,59,69,118,613,1674,2536,1947,1523,1303,1270,1346,1516,1654,1959,2414,2178,1740,1112,722,626,453,210
2023-11-08,134,63,50,78,142,628,1587,2532,2196,1517,1272,1217,1487,1632,1905,2310,2342,2277,1573,1096,792,729,447,255
2023-11-09,160,75,51,78,132,634,1580,2434,2100,1542,1374,1395,1485,1641,1735,2247,2427,2310,1851,1166,900,841,587,312
2023-11-10,163,58,61,80,147,584,1410,2143,1862,1272,1257,1379,1756,2029,2054,2037,2464,2255,1594,1092,824,666,659,638
2023-11-11,335,224,125,102,114,227,394,585,816,1037,1241,1424,1558,1590,1551,1595,1602,1576,1477,1132,919,750,717,605
2023-11-12,409,264,174,105,85,151,156,147,272,577,738,914,973,1197,1255,1296,1615,1455,998,852,702,525,508,219
2023-11-13,109,58,45,58,134,666,1622,2266,2055,1567,1223,1240,1464,2002,1784,1914,2370,2148,1544,969,679,625,425,221
2023-11-14,118,48,55,68,136,633,1645,2540,2232,1529,1341,1376,1500,1551,1780,2049,2469,2227,1692,1147,737,715,517,272
2023-11-15,114,68,58,73,145,625,1635,2449,2154,1563,1352,1337,1591,2335,1832,2113,2230,2593,1943,1148,807,719,584,292
2023-11-16,152,62,60,87,134,668,1719,2549,2334,1642,1429,1467,1613,1891,2025,2350,2399,2623,2313,1616,961,817,557,304
2023-11-17,182,97,67,84,134,564,1496,2231,1941,1394,1352,1428,1613,1893,1999,1984,2042,1915,1733,1250,899,802,970,590
2023-11-18,342,249,122,105,110,249,416,582,871,1121,1246,1370,1546,1593,1707,1621,1703,1597,1500,1241,880,714,617,578
2023-11-19,459,310,168,148,107,156,145,145,282,497,731,976,1118,1196,1365,1328,1335,1497,1146,934,795,594,482,282
2023-11-20,109,97,57,75,134,673,1587,2375,2055,1521,1282,1295,1365,1604,1729,2064,2325,2152,1589,1014,733,596,416,240
2023-11-21,117,68,47,65,135,618,1653,2372,2284,1664,1280,1185,1323,1601,1650,1887,2192,2213,1740,1079,775,685,627,263
2023-11-22,142,51,52,66,119,613,1571,2360,2321,1671,1330,1307,1453,1674,1704,1947,2584,2323,1693,1080,765,704,517,278
2023-11-23,124,68,53,73,145,608,1576,2321,2150,1604,1326,1243,1445,1638,1691,1984,2389,2243,1754,1097,812,689,586,320
2023-11-24,149,66,45,70,136,596,1424,2020,1854,1375,1282,1377,1710,1715,1835,1854,1797,1878,1516,1092,910,845,920,545
2023-11-25,335,234,150,107,126,228,387,520,808,974,1115,1367,1431,1574,1521,1538,1523,1588,1379,1087,862,637,556,579
2023-11-26,406,272,218,163,143,206,205,149,294,551,731,862,1051,1052,1295,1858,1324,1759,1295,867,874,715,405,253
2023-11-27,118,51,39,70,133,625,1578,2332,2158,1450,1233,1253,1279,1611,1568,1911,2063,2101,1459,989,675,585,448,222
2023-11-28,118,66,50,73,133,642,1551,2247,2258,1642,1284,1225,1391,1592,1729,1965,2174,2205,1762,1158,776,673,503,230
2023-11-29,113,61,48,89,125,614,1533,2301,2257,1507,1272,1246,1441,1623,1670,1897,2228,2221,1638,1101,768,780,522,308
2023-11-30,154,76,62,77,134,664,1604,2130,1998,1523,1398,1421,1551,1738,1807,2066,2248,2186,1809,1236,888,732,601,352
2023-12-01,159,87,68,80,134,588,1349,1837,1665,1334,1265,1391,1583,1813,1887,1941,1892,1799,1562,1185,896,710,650,490
2023-12-02,328,191,122,92,92,235,356,499,730,1012,1196,1381,1530,1592,1620,1506,1455,1448,1379,1124,863,655,637,546
2023-12-03,406,266,177,129,100,155,159,167,282,530,772,960,1133,1207,1236,1155,1138,1170,1119,907,750,613,516,327
2023-12-04,135,74,54,72,133,618,1474,2022,1813,1405,1228,1241,1354,1507,1555,1782,1982,1989,1567,1071,729,594,454,264
2023-12-05,134,64,56,74,129,642,1556,2101,1965,1504,1359,1349,1447,1644,1679,1918,2173,2124,1751,1191,835,661,531,316
2023-12-06,145,72,62,75,134,646,1550,2105,1940,1518,1360,1415,1554,1711,1770,1983,2165,2163,1722,1215,881,740,588,327
2023-12-07,157,75,64,78,138,680,1642,2181,2046,1560,1431,1455,1589,1779,1850,2115,2302,2238,1852,1265,910,749,614,361
2023-12-08,167,93,72,84,142,615,1409,1920,1742,1396,1325,1454,1654,1893,1969,2024,1972,1874,1625,1234,932,740,677,510
2023-12-09,359,208,132,101,100,255,387,543,793,1096,1295,1496,1655,1722,1753,1630,1574,1567,1492,1216,933,709,689,591
2023-12-10,417,272,183,133,104,160,164,174,291,547,796,989,1168,1244,1274,1190,1174,1205,1153,935,773,632,533,338
2023-12-11,144,79,58,78,143,665,1587,2176,1951,1512,1322,1336,1457,1622,1674,1919,2134,2141,1688,1154,785,640,488,285
2023-12-12,133,63,54,71,125,632,1533,2070,1936,1480,1335,1327,1423,1619,1653,1890,2144,2096,1729,1176,824,653,523,311
2023-12-13,126,62,53,62,112,557,1340,1820,1676,1306,1171,1218,1340,1476,1530,1717,1880,1880,1498,1056,766,643,510,283
2023-12-14,140,66,56,68,120,609,1475,1959,1836,1396,1281,1302,1422,1594,1662,1904,2075,2020,1673,1143,822,676,555,325
2023-12-15,171,95,73,86,145,642,1476,2010,1821,1457,1382,1520,1731,1985,2067,2127,2075,1975,1715,1302,983,779,713,538
2023-12-16,363,209,133,101,101,258,391,549,803,1112,1313,1517,1679,1747,1779,1654,1598,1589,1513,1234,947,719,700,599
2023-12-17,415,272,183,133,104,160,163,173,290,546,795,988,1167,1243,1273,1191,1172,1205,1152,935,772,631,532,337
2023-12-18,142,78,57,78,142,660,1574,2159,1936,1500,1311,1326,1446,1609,1661,1904,2117,2125,1675,1144,779,635,485,283
2023-12-19,148,69,61,81,140,703,1703,2298,2150,1646,1486,1476,1583,1799,1836,2098,2377,2324,1916,1303,914,724,580,346
2023-12-20,158,80,69,83,145,697,1670,2267,2092,1638,1469,1528,1677,1845,1907,2133,2327,2322,1848,1304,945,794,631,352
2023-12-21,163,81,69,84,146,703,1693,2249,2111,1615,1482,1506,1646,1840,1907,2175,2365,2294,1897,1297,932,768,631,371
2023-12-22,169,96,77,91,149,626,1423,1939,1766,1420,1348,1475,1672,1910,1978,2031,1974,1869,1619,1230,928,738,677,509
2023-12-23,396,255,156,136,126,280,426,533,718,1003,1300,1508,1578,1656,1640,1567,1540,1486,1433,1220,1038,801,769,662
2023-12-24,292,193,130,95,75,114,116,123,206,388,561,697,823,877,896,837,826,849,811,657,543,446,375,241
2023-12-25,390,256,173,125,98,149,154,163,274,512,742,922,1089,1160,1186,1108,1092,1123,1074,870,720,590,496,318
2023-12-26,449,295,198,144,113,173,176,187,315,590,856,1063,1256,1339,1369,1278,1260,1296,1240,1004,830,679,572,364
2023-12-27,185,106,91,105,162,697,1558,2096,1984,1550,1442,1473,1535,1648,1725,1957,2215,2137,1671,1180,900,768,648,464
2023-12-28,191,105,74,97,154,726,1480,1852,1817,1422,1347,1333,1387,1499,1601,1807,2013,1963,1614,1101,812,690,558,341
2023-12-29,200,108,84,96,139,567,1206,1534,1482,1247,1270,1330,1485,1634,1741,1761,1730,1549,1346,1083,825,684,605,468
2023-12-30,357,230,140,122,113,251,383,479,645,902,1168,1356,1419,1490,1475,1410,1385,1336,1288,1097,934,720,693,595
2023-12-31,250,164,109,80,63,96,99,104,175,329,478,593,701,747,764,714,703,723,692,560,463,380,319,204
